id,nama,harga,brand,foto,spek,harga_promo
P01,CCTV EZVIZ INDOOR C6N  2MP,389000,CCTV EZVIZ,img\produk\C6N 2MP.webp,kamera cctv indoor BERGARANSI 1 TAHUN (belum include biaya pasang),375000
P02,CCTV EZVIZ INDOOR TY1 3MP,495000,CCTV EZVIZ,img\produk\TY1 3MP.jfif,kamera cctv indoor BERGARANSI 1 TAHUN (belum include biaya pasang),460000
P03,CCTV EZVIZ INDOOR TY1 5MP,665000,CCTV EZVIZ,img\produk\TY1 5MP.jfif,kamera cctv indoor BERGARANSI 1 TAHUN (belum include biaya pasang),618000
P04,CCTV EZVIZ INDOOR H1C 2MP,349000,CCTV EZVIZ,img\produk\H1C 2MP.jfif,kamera cctv indoor BERGARANSI 1 TAHUN (belum include biaya pasang),
P05,CCTV EZVIZ INDOOR H6C 2MP,395000,CCTV EZVIZ,img\produk\H6C 2MP.jfif,kamera cctv indoor BERGARANSI 1 TAHUN (belum include biaya pasang),
P06,CCTV EZVIZ INDOOR H6C 3MP,596000,CCTV EZVIZ,img\produk\H6C 3MP.jfif,kamera cctv indoor BERGARANSI 1 TAHUN (belum include biaya pasang),
P07,CCTV EZVIZ INDOOR H7C 4MP,810000,CCTV EZVIZ,img\produk\H7C 4MP.jfif,kamera cctv indoor BERGARANSI 1 TAHUN (belum include biaya pasang),
P08,CCTV EZVIZ OUTDOOR H3C 2MP,590000,CCTV EZVIZ,img\produk\H3C 2MP.jfif,kamera cctv outdoor BERGARANSI 1 TAHUN (belum include biaya pasang),
P09,CCTV EZVIZ OUTDOOR H3C 4MP,799000,CCTV EZVIZ,img\produk\H3C 4MP.jfif,kamera cctv outdoor BERGARANSI 1 TAHUN (belum include biaya pasang),
P10,CCTV EZVIZ OUTDOOR H8C 2MP,629000,CCTV EZVIZ,img\produk\H8C 2MP.webp,kamera cctv outdoor BERGARANSI 1 TAHUN (belum include biaya pasang),
P11,CCTV EZVIZ OUTDOOR H8C 3MP,689000,CCTV EZVIZ,img\produk\H8C 2MP.webp,kamera cctv outdoor BERGARANSI 1 TAHUN (belum include biaya pasang),
P12,CCTV EZVIZ OUTDOOR H8C 4MP,789000,CCTV EZVIZ,img\produk\H8C 2MP.webp,kamera cctv outdoor BERGARANSI 1 TAHUN (belum include biaya pasang),
P13,CCTV EZVIZ OUTDOOR H9C 3MP,999000,CCTV EZVIZ,img\produk\H9C 3MP.jfif,kamera cctv outdoor BERGARANSI 1 TAHUN (belum include biaya pasang),
P14,CCTV EZVIZ OUTDOOR H9C 5MP,1339000,CCTV EZVIZ,img\produk\H9C 3MP.jfif,kamera cctv outdoor BERGARANSI 1 TAHUN (belum include biaya pasang),
P15,AXIOO HYPE7 R7,7249000,LAPTOP AXIOO,img\produk\AXIOO HYPE 7 R7.png,"AMD X7-2 Ryzen 7 5825U 8GB / 16GB 512GB W11 14"" FHD IPS",
P16,SSD VGEN SATA PLATINUM 128GB ,568000,SSD VGEN PLATINUM,img\\produk\sata-3-platinum-128gb-rev-1.png,,
P17,SSD VGEN SATA PLATINUM 256GB,1121000,SSD VGEN PLATINUM,img\\produk\sata-3-platinum-256gb-rev-1.png,,
P18,SSD VGEN SATA PLATINUM 512GB,2048000,SSD VGEN PLATINUM,img\\produk\sata-3-platinum-512gb-rev-1.png,,
P19,SSD VGEN SATA PLATINUM 1TB,4424000,SSD VGEN PLATINUM,img\\produk\sata-3-platinum-1tb-rev-1.png,,
P20,SSD VGEN SATA PLATINUM 2TB,7418000,SSD VGEN PLATINUM,img\\produk\sata-3-platinum-2tb-rev-1.png,,
P21,SSD VGEN SATA PLATINUM 4TB,10288000,SSD VGEN PLATINUM,img\\produk\sata-3-platinum-front-rev-1.png,,
P22,SSD VGEN SATA RESCUE 128GB,398000,SSD VGEN RESCUE,img\\produk\sata-3-rescue-128gb-rev-1.png,,
P23,SSD VGEN SATA RESCUE 256GB,668000,SSD VGEN RESCUE,img\\produk\sata-3-rescue-256gb-rev-1.png,,
P24,SSD VGEN SATA RESCUE 512GB,1160000,SSD VGEN RESCUE,img\\produk\sata-3-rescue-512gb-rev-1.png,,
P25,SSD VGEN SATA RESCUE 1TB,2090000,SSD VGEN RESCUE,img\\produk\sata-3-rescue-1tb-rev-1.png,,
P26,SSD VGEN PORTABLE 128GB,748000,SSD VGEN PORTABLE,img\\produk\SSD PORTABLE 128GB.webp,,
P27,SSD VGEN PORTABLE 256GB,1288000,SSD VGEN PORTABLE,img\\produk\256GB.jfif,,
P28,SSD VGEN PORTABLE 512GB,2343000,SSD VGEN PORTABLE,img\\produk\PSSD-2.png,,
P29,SSD VGEN PORTABLE 1TB,4563000,SSD VGEN PORTABLE,img\\produk\1TB.jfif,,
P30,SSD VGEN PORTABLE 2TB,7588000,SSD VGEN PORTABLE,img\\produk\PSSD-6.png,,
P31,RAM PLATINUM DDR3 2GB 1333/1600,208000,RAM VGEN,img\\produk\DDR3-platinum-2gb-1600.png,,
P32,RAM PLATINUM DDR3 4GB 1333/1600,338000,RAM VGEN,img\\produk\DDR3-platinum-2gb-1600.png,,
P33,RAM PLATINUM DDR3 8GB 1333/1600,478000,RAM VGEN,img\\produk\DDR3-platinum-2gb-1600.png,,
P34,RAM PLATINUM DDR4 4GB 2133/2400/2666,686000,RAM VGEN,img\\produk\DDR4-platinum-4gb-2666 pc4-21300.png,,
P35,RAM PLATINUM DDR4 8GB 2133/2400/2666,1425000,RAM VGEN,img\\produk\DDR4-platinum-4gb-2666 pc4-21300.png,,
P36,RAM PLATINUM DDR4 16GB 2133/2400/2666,3066000,RAM VGEN,img\\produk\DDR4-platinum-4gb-2666 pc4-21300.png,,
P37,RAM PLATINUM DDR4 4GB 3200,606000,RAM VGEN,img\\produk\DDR4-platinum-8GB-3200 pc25600.png,,
P38,RAM PLATINUM DDR4 8GB 3200,1280000,RAM VGEN,img\\produk\DDR4-platinum-8GB-3200 pc25600.png,,
P39,RAM PLATINUM DDR4 16GB 3200,2760000,RAM VGEN,img\\produk\DDR4-platinum-8GB-3200 pc25600.png,,
P40,RAM PLATINUM DDR4 32GB 3200,5180000,RAM VGEN,img\\produk\DDR4-platinum-8GB-3200 pc25600.png,,
P41,RAM PLATINUM DDR5 8GB 4800,2460000,RAM VGEN,img\\produk\DDR5-platinum-8GB-4800mhz pc38400.png,,
P42,RAM PLATINUM DDR5 16GB 4800,4460000,RAM VGEN,img\\produk\DDR5-platinum-8GB-4800mhz pc38400.png,,
P43,RAM PLATINUM DDR5 32GB 4800,9296000,RAM VGEN,img\\produk\DDR5-platinum-8GB-4800mhz pc38400.png,,
P44,RAM PLATINUM DDR5 8GB 5600,2759000,RAM VGEN,img\\produk\DDR5-platinum-8GB-5600mhz pc-44800.png,,
P45,RAM PLATINUM DDR5 16GB 5600,4679000,RAM VGEN,img\\produk\DDR5-platinum-8GB-5600mhz pc-44800.png,,
P46,RAM PLATINUM DDR5 32GB 5600,9296000,RAM VGEN,img\\produk\DDR5-platinum-8GB-5600mhz pc-44800.png,,
P47,FD VGEN ASTRO 8GB,86000,FLASHDISK VGEN,img\\produk\ASTRO 8GB.jfif,,
P48,FD VGEN ASTRO 16GB,96000,FLASHDISK VGEN,img\\produk\ASTRO 16GB.jfif,,
P49,FD VGEN ASTRO 32GB,106000,FLASHDISK VGEN,img\\produk\astro-32gb-1.png,,
P50,FD VGEN ASTRO 64GB,128000,FLASHDISK VGEN,img\\produk\astro-64gb-1.png,,
P51,FD VGEN ASTRO 128GB,186000,FLASHDISK VGEN,img\\produk\astro-128gb-1.png,,
P52,FD VGEN ATOM 8GB,86000,FLASHDISK VGEN,img\\produk\atom-8gb-1.png,,
P53,FD VGEN ATOM 16GB,96000,FLASHDISK VGEN,img\\produk\atom-16gb-2.png,,
P54,FD VGEN ATOM 32GB,106000,FLASHDISK VGEN,img\\produk\atom-32gb-1.png,,
P55,FD VGEN ATOM 64GB,128000,FLASHDISK VGEN,img\\produk\atom-64gb-1.png,,
P56,FD VGEN ATOM 128GB,186000,FLASHDISK VGEN,img\\produk\ATOM 128GB.jfif,,
P57,FD VGEN OTG TYPE C 16GB,146000,FLASHDISK VGEN,img\\produk\otg-03-16gb-1.png,,
P58,FD VGEN OTG TYPE C 32GB,166000,FLASHDISK VGEN,img\\produk\otg-03-32gb-1.png,,
P59,FD VGEN OTG TYPE C 64GB,196000,FLASHDISK VGEN,img\\produk\otg-03-64gb-1.png,,
P60,FD VGEN OTG TYPE C 128GB,266000,FLASHDISK VGEN,img\\produk\otg-03-128gb-1.png,,
P61,FD VGEN OTG TYPE C 256GB,416000,FLASHDISK VGEN,img\\produk\otg-03-256gb-1.png,,
P62,MEMORY CARD CCTV HIVIEW 64GB,138000,MEMORY SD CCTV,img\produk\HIVIEW MEMORY CARD.png,,
P63,MEMORY CARD CCTV HIVIEW 128GB,225000,MEMORY SD CCTV,img\produk\HIVIEW MEMORY CARD.png,,
P64,MEMORY CARD CCTV LUXEN 64GB,158000,MEMORY SD CCTV,img\produk\LUXEN MEMORY CARD.jfif,,
P65,MEMORY CARD CCTV LUXEN 128GB,285000,MEMORY SD CCTV,img\produk\LUXEN MEMORY CARD.jfif,,
P66,MEMORY CARD CCTV EZVIZ 64GB,369000,MEMORY SD CCTV,img\produk\MEMORY EZVIZ.png,,
P67,MEMORY CARD CCTV EZVIZ 128GB,599000,MEMORY SD CCTV,img\produk\MEMORY EZVIZ.png,,
P68,BRACKET CCTV EZVIZ,125000,BRACKET CCTV EZVIZ,img\produk\BRACKET CCTV EZVIZ.jfif,,
P69,ACER ASPIRE LITE AL14-32P-C8PX DDR5 SILVER,5499000,LAPTOP ACER,img\produk\AL14-32P-C8PX DDR5 SILVER.jpg,CELERON N150 RAM 8GB SSD 256GB W11+OHS+M365B 14.0 WUXGA,
P70,ACER ASPIRE LITE AL14-32P-C6CC DDR5 BLUE,5499000,LAPTOP ACER,img\produk\AL14-32P-C6CC DDR5 BLUE.png,CELERON N150 RAM 8GB SSD 256GB W11+OHS+M365B 14.0 WUXGA,
P71,ACER ASPIRE LITE AL14-37P-C9CP DDR4 SILVER,5499000,LAPTOP ACER,img\produk\AL14-37P-C9CP DDR4 SILVER BLUE PINK.png,CELERON N150 RAM 8GB SSD 256GB W11+OHS+M365B 14.0 WUXGA,
P72,ACER ASPIRE LITE AL14-37P-C3B7 DDR4 BLUE,5499000,LAPTOP ACER,img\produk\AL14-37P-C9CP DDR4 SILVER BLUE PINK.png,CELERON N150 RAM 8GB SSD 256GB W11+OHS+M365B 14.0 WUXGA,
P73,ACER ASPIRE LITE  AL14-37P-C39A DDR4 NUDE PINK,5499000,LAPTOP ACER,img\produk\AL14-37P-C9CP DDR4 SILVER BLUE PINK.png,CELERON N150 RAM 8GB SSD 256GB W11+OHS+M365B 14.0 WUXGA,
P74,ACER ASPIRE AL14-32P-C9VS DDR5 SILVER,5899000,LAPTOP ACER,img\produk\AL14-32P-C9VS DDR5 SILVER BLUE.png,CELERON N150 RAM 8GB SSD 512GB W11+OHS 14.0 WUXGA + OFFICE 365 1 THN,
P75,ACER ASPIRE AL14-32P-C1ES DDR5 BLUE,5899000,LAPTOP ACER,img\produk\AL14-32P-C9VS DDR5 SILVER BLUE.png,CELERON N150 RAM 8GB SSD 512GB W11+OHS 14.0 WUXGA + OFFICE 365 1 THN,
P76,ACER ASPIRE AL14-35-C1UK DDR4 BLUE,5899000,LAPTOP ACER,img\produk\AL14-35-C1UK DDR4 BLUE.webp,CELERON N150 RAM 8GB SSD 512GB W11+OHS 14.0 WUXGA + OFFICE 365 1 THN,
P77,ACER ASPIRE LITE 14 AL14-32P-37SA DDR5 SILVER,6499000,LAPTOP ACER,img\produk\AL14-32P-C8PX DDR5 SILVER.jpg,COREI3 N355 RAM 8GB SSD 256GB W11+OHS 14.0WUXGA IPS,
P78,ACER ASPIRE LITE 15 AL14-37P-38NN DDR4 BLUE,6499000,LAPTOP ACER,img\produk\AL14-37P-C9CP DDR4 SILVER BLUE PINK.png,CORE I3 N355 RAM 8GB SSD 256GB W11+OHS 14.0WUXGA IPS,
P79,ACER ASPIRE LITE 16 AL14-37P-3511 DDR4 NUDE PINK,6499000,LAPTOP ACER,img\produk\AL14-37P-C9CP DDR4 SILVER BLUE PINK.png,CORE I3 N355 RAM 8GB SSD 256GB W11+OHS 14.0WUXGA IPS,
P80,ACER ASPIRE AL14-32P-38RE DDR5 SILVER,6999000,LAPTOP ACER,img\produk\AL14-32P-C8PX DDR5 SILVER.jpg,CORE I3 N355 RAM 8GB SSD 512GB W11+OHS 14.0 WUXGA IPS,
P81,ACER ASPIRE  AL14-32P-37CE DDR5 BLUE,6999000,LAPTOP ACER,img\produk\AL14-37P-C9CP DDR4 SILVER BLUE PINK.png,CORE I3 N355 RAM 8GB SSD 512GB W11+OHS 14.0 WUXGA IPS,
P82,ACER ASPIRE AL14-37P-32RZ DDR4 SILVER,6999000,LAPTOP ACER,img\produk\AL14-37P-C9CP DDR4 SILVER BLUE PINK.png,CORE I3 N355 RAM 8GB SSD 512GB W11+OHS 14.0 WUXGA IPS,
P83,ACER ASPIRE AL14-37P-36AW DDR4 PINK,6999000,LAPTOP ACER,img\produk\AL14-37P-C9CP DDR4 SILVER BLUE PINK.png,"CORE I3 N355, RAM 8GB, SSD 512GB W11+OHS 14.0 WUXGA IPS",
P84,ASUS E210KA-HD4411M PEACOCK BLUE,4299000,LAPTOP ASUS,img\produk\E210KA-HD4411M PEACOCK BLUE.webp,"N4500 RAM 8GB SSD 128 WIN11+OHS  11.6"" HD + OFFICE 365 1 TAHUN",
P85,ASUS E210KA-HD4413M STAR BLACK,4299000,LAPTOP ASUS,img\produk\E210KA-HD4413M STAR BLACK.png,"N4500 RAM 8GB SSD 128 WIN11+OHS  11.6"" HD + OFFICE 365 1 TAHUN",
P86,ASUS E410KA-FHD4821M BLACK,4999000,LAPTOP ASUS,img\produk\E410KA-FHD4821M BLACK SILVER BLUE PINK.png,"N4500 RAM 8GB SSD 256 WIN11+OHS 14"" FHD + OFFICE 365 1 TAHUN",
P87,ASUS E410KA-FHD4822M ROSE PINK,4999000,LAPTOP ASUS,img\produk\E410KA-FHD4821M BLACK SILVER BLUE PINK.png,"N4500 RAM 8GB SSD 256 WIN11+OHS 14"" FHD + OFFICE 365 1 TAHUN",
P88,ASUS E410KA-FHD4823M PEACOCK BLUE,4999000,LAPTOP ASUS,img\produk\E410KA-FHD4821M BLACK SILVER BLUE PINK.png,"N4500 RAM 8GB SSD 256 WIN11+OHS 14"" FHD + OFFICE 365 1 TAHUN",
P89,ASUS E410KA-FHD4824M DREAMY WHITE ,4999000,LAPTOP ASUS,img\produk\E410KA-FHD4821M BLACK SILVER BLUE PINK.png,"N4500 RAM 8GB SSD 256 WIN11+OHS 14"" FHD + OFFICE 365 1 TAHUN",
P90,ASUS VIVOBOOK GO 14 E410KA-FHD4851M STAR BLACK,5399000,LAPTOP ASUS,img\produk\ASUS VIVOBOOK GO 14  E410KA-FHD4851M STAR BLACK BLUE  PNIK.png,CELERON N4500  RAM 8GB  SSD 512GB  W11+OHS  BACKLIT KEYBOARD  14.0 FHD +M365,
P91,ASUS VIVOBOOK GO 14 E410KA-FHD4852M ROSE PINK,5399000,LAPTOP ASUS,img\produk\ASUS VIVOBOOK GO 14  E410KA-FHD4851M STAR BLACK BLUE  PNIK.png,CELERON N4500  RAM 8GB  SSD 512GB  W11+OHS  BACKLIT KEYBOARD  14.0 FHD +M365,
P92,ASUS VIVOBOOK GO 14 E410KA-FHD4853M PEACOCK BLUE,5399000,LAPTOP ASUS,img\produk\ASUS VIVOBOOK GO 14  E410KA-FHD4851M STAR BLACK BLUE  PNIK.png,CELERON N4500  RAM 8GB  SSD 512GB  W11+OHS  BACKLIT KEYBOARD  14.0 FHD +M365,
P93,ASUS A1404VA-VIPS3821M QUIET BLUE,6999000,LAPTOP ASUS,img\produk\A1404VA-VIPS3821M QUIET 3 WARNA.png,CORE I3-1315U  RAM 8GB  256GB SSD  WIN 11 14.0 FHD + OHS + M365,
P94,ASUS A1404VA-VIPS3822M TERRA COTA,6999000,LAPTOP ASUS,img\produk\A1404VA-VIPS3821M QUIET 3 WARNA.png,CORE I3-1315U  RAM 8GB  256GB SSD  WIN 11 14.0 FHD + OHS + M365,
P95,ASUS A1404VA-VIPS3823M TRANSPARANT SILVER,6999000,LAPTOP ASUS,img\produk\A1404VA-VIPS3821M QUIET 3 WARNA.png,CORE I3-1315U  RAM 8GB  256GB SSD  WIN 11 14.0 FHD + OHS + M365,
P96,ASUS A1404VA-VIPS3851M QUIET BLUE,7199000,LAPTOP ASUS,img\produk\A1404VA-VIPS3821M QUIET 3 WARNA.png,CORE I3-1315U  RAM 8GB  SSD 512GB  14.0 W11+OHS+M365,
P97,ASUS A1404VA-VIPS3852M TERRACOTTA,7199000,LAPTOP ASUS,img\produk\A1404VA-VIPS3821M QUIET 3 WARNA.png,CORE I3-1315U  RAM 8GB  SSD 512GB  14.0 W11+OHS+M365,
P98,ASUS A1404VA-VIPS3853M TRANSPARANT SILVER,7199000,LAPTOP ASUS,img\produk\A1404VA-VIPS3821M QUIET 3 WARNA.png,CORE I3-1315U  RAM 8GB  SSD 512GB  14.0 W11+OHS+M365,
P99,ASUS A1404VAP-VIPS5851M QUIET BLUE,9599000,LAPTOP ASUS,img\produk\A1404VA-VIPS3821M QUIET 3 WARNA.png,CORE 5-120U  RAM 8GB  512 SSD  WIN11  14.0 FHD IPS + OHS + M365,
P100,ASUS A1404VAP-VIPS5852M TERRA COTTA,9599000,LAPTOP ASUS,img\produk\A1404VA-VIPS3821M QUIET 3 WARNA.png,CORE 5-120U  RAM 8GB  512 SSD  WIN11  14.0 FHD IPS + OHS + M365,
P101,ASUS A1404VAP-VIPS5853M COOL SILVER,9599000,LAPTOP ASUS,img\produk\A1404VA-VIPS3821M QUIET 3 WARNA.png,CORE 5-120U  RAM 8GB  512 SSD  WIN11  14.0 FHD IPS + OHS + M365,
P102,ASUS A1404VAP-VIPS5151M QUIET BLUE,10399000,LAPTOP ASUS,img\produk\A1404VA-VIPS3821M QUIET 3 WARNA.png,Core 5 120U  RAM 8GB+8GB  SSD 512GB  VIPS+FHD  OPI 2024 + FREE M365  Win 11Upgradable,
P103,ASUS A1404VAP-VIPS5152M TERRA COTTA,10399000,LAPTOP ASUS,img\produk\A1404VA-VIPS3821M QUIET 3 WARNA.png,Core 5 120U  RAM 8GB+8GB  SSD 512GB  VIPS+FHD  OPI 2024 + FREE M365  Win 11Upgradable,
P104,ASUS A1404VAP-VIPS5153M COOL SILVER,10399000,LAPTOP ASUS,img\produk\A1404VA-VIPS3821M QUIET 3 WARNA.png,Core 5 120U  RAM 8GB+8GB  SSD 512GB  VIPS+FHD  OPI 2024 + FREE M365  Win 11Upgradable,
P105,ASUS S3407VA-VIPS5111M MATTE GRAY,11599000,LAPTOP ASUS,img\produk\S3407VA-VIPS5111M MATTE GRAY.png,CORE 5 210H  RAM 16GB  SSD 1TB  W11+OHS + M365  14.0,
P106,ASUS S3407VA-VIPS5112M COOL SILVER,11599000,LAPTOP ASUS,img\produk\S3407VA-VIPS5112M COOL SILVER.webp,CORE 5 210H  RAM 16GB  SSD 1TB  W11+OHS + M365  14.0,
P107,ASUS A1404VA-VIPS7153M SILVER,11699000,LAPTOP ASUS,img\produk\A1404VA-VIPS7153M SILVER.png,CORE I7-1355U  RAM 16GB  512SSD 14.0 FHD IPS  W11+OHS  + OFFICE 365 1 TAHUN,
P108,ASUS A1404VAP-VIPS7111M QUIET BLUE,13299000,LAPTOP ASUS,img\produk\A1404VAP-VIPS7111M QUIET BLUE 3WARNA.png,CORE 7-150U  RAM 16GB  SSD 1TB  W11+OHS+M365  14.0,
P109,ASUS A1404VAP-VIPS7112M TERRA COTTA,13299000,LAPTOP ASUS,img\produk\A1404VAP-VIPS7111M QUIET BLUE 3WARNA.png,CORE 7-150U  RAM 16GB  SSD 1TB  W11+OHS+M365  14.0,
P110,ASUS A1404VAP-VIPS7113M COOL SILVER,13299000,LAPTOP ASUS,img\produk\A1404VAP-VIPS7111M QUIET BLUE 3WARNA.png,CORE 7-150U  RAM 16GB  SSD 1TB  W11+OHS+M365  14.0,
P111,ASUS S3407CA-VIPS7111M GREY,14499000,LAPTOP ASUS,img\produk\S3407CA-VIPS7111M GREY SILVER.png,ULTRA 7 255H  RAM 16GB  1TB SSD  WIN 11 14.0 IPS WUXGA  + OHM + M365,
P112,ASUS S3407CA-VIPS7112M COOL SILVER,14499000,LAPTOP ASUS,img\produk\S3407CA-VIPS7111M GREY SILVER.png,ULTRA 7 255H  RAM 16GB  1TB SSD  WIN 11 14.0 IPS WUXGA  + OHM + M365,
P113,ASUS ASUS PRO 15 N6506CU-OLEDS9211M GREY,26699000,LAPTOP ASUS,img\produk\ASUS PRO 15 N6506CU-OLEDS9211M GREY.jpg,"ULTRA 9-285H  RTX4050 6GB  RAM 24GB  SSD 1TB  W11+OHS  15.6"" 3K 120Hz OLED SCREEN",
P114,ASUS QUALCOMM VIVOBOOK A1407QA-VIPS151M QUIET BLUE,9899000,LAPTOP ASUS,img\produk\QUALCOMM VIVOBOOK A1407QA-VIPS151M QUIET BLUE.png,Snapdragon X126100  RAM 16GB  512G SSD  WIN11  14.0 WUXGA IPS OHM+M365,
P115,ASUS QUALCOMM VIVOBOOK A1407QA-VIPS152M PLATINUM GOLD,9899000,LAPTOP ASUS,img\produk\QUALCOMM VIVOBOOK A1407QA-VIPS151M QUIET BLUE.png,Snapdragon X126100  RAM 16GB  512G SSD  WIN11  14.0 WUXGA IPS OHM+M365,
P116,ASUS QUALCOMM VIVOBOOK A1407QA-VIPS153M COOL SILVER,9899000,LAPTOP ASUS,img\produk\QUALCOMM VIVOBOOK A1407QA-VIPS151M QUIET BLUE.png,Snapdragon X126100  RAM 16GB  512G SSD  WIN11  14.0 WUXGA IPS OHM+M365,
P117,ASUS S3407QA-IPSP151M MATTE GREY,9999000,LAPTOP ASUS,img\produk\S3407QA-IPSP151M MATTE GREY.jpg,Snapdragon X126100   DDR 16GB  512gb SSD  WIN11 14.0 WUXGA IPS 2.5K OHM+M365,
P118,ASUS S3407QA-IPSP152M COOL SILVER,9999000,LAPTOP ASUS,img\produk\S3407QA-IPSP151M MATTE GREY.jpg,Snapdragon X126100   DDR 16GB  512gb SSD  WIN11 14.0 WUXGA IPS 2.5K OHM+M365,
P119,ASUS E1404FA-FHD3821M BLACK,6150000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,RYZEN 3-7320U  RAM 8GB  256GB SSD  W11+OHS  BACKLIT KEYBOARD  FHD  14.0,
P120,ASUS E1404FA-FHD3822M GREEN GREY,6150000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,RYZEN 3-7320U  RAM 8GB  256GB SSD  W11+OHS  BACKLIT KEYBOARD  FHD  14.0,
P121,ASUS E1404FA-FHD3823M SILVER,6150000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,RYZEN 3-7320U  RAM 8GB  256GB SSD  W11+OHS  BACKLIT KEYBOARD  FHD  14.0,
P122,ASUS E1404FA-FHD3851M MIXED BLACK,6299000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,RYZEN 3-7320U  RAM 8GB  512GB SSD  W11+OHS  BACKLIT KEYBOARD  FHD  14.0,
P123,ASUS E1404FA-FHD3852M GREEN GREY,6299000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,RYZEN 3-7320U  RAM 8GB  512GB SSD  W11+OHS  BACKLIT KEYBOARD  FHD  14.0,
P124,ASUS E1404FA-FHD3853M COOL SILVER,6299000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,RYZEN 3-7320U  RAM 8GB  512GB SSD  W11+OHS  BACKLIT KEYBOARD  FHD  14.0,
P125,ASUS E1504FA-VIPS3151M MIXED BLACK,8299000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,"RYZEN 3-7320U  RAM 16GB  SSD 512GB  W11+OHS+365 15.6"" NON UPGRADE",
P126,ASUS E1504FA-VIPS3152M GREEN GREY,8299000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,"RYZEN 3-7320U  RAM 16GB  SSD 512GB  W11+OHS+365 15.6"" NON UPGRADE",
P127,ASUS E1504FA-VIPS3153M COOL SILVER,8299000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,"RYZEN 3-7320U  RAM 16GB  SSD 512GB  W11+OHS+365 15.6"" NON UPGRADE",
P128,ASUS Vivobook Go 14 E1404FA-VIPS5851M MIXED BLACK,8199000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,RYZEN 5-7520U  DDR 8GB  SSD 512GB  WIN 11+ OHS + incl Microsoft 365   14.0 FHD IPS,
P129,ASUS Vivobook Go 14 E1404FA-VIPS5852M GREEN GREY,8199000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,RYZEN 5-7520U  DDR 8GB  SSD 512GB  WIN 11+ OHS + incl Microsoft 365   14.0 FHD IPS,
P130,ASUS Vivobook Go 14 E1404FA-VIPS5853M COOL SILVER,8199000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,RYZEN 5-7520U  DDR 8GB  SSD 512GB  WIN 11+ OHS + incl Microsoft 365   14.0 FHD IPS,
P131,ASUS VIVOBOOK GO 14 E1404FA-VIPS5151M MIXED BLACK,8899000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,RYZEN 5-7520U  RAM 16GB  SSD 512GB  W11+OHS  14.0 FHD IPS + OFFICE 365 1 TAHUN,
P132,ASUS VIVOBOOK GO 14 E1404FA-VIPS5152M GREEN GREY,8899000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,RYZEN 5-7520U  RAM 16GB  SSD 512GB  W11+OHS  14.0 FHD IPS + OFFICE 365 1 TAHUN,
P133,ASUS VIVOBOOK GO 14 E1404FA-VIPS5153M COOL SILVER,8899000,LAPTOP ASUS,img\produk\E1404FA-FHD3821M BLACK.png,RYZEN 5-7520U  RAM 16GB  SSD 512GB  W11+OHS  14.0 FHD IPS + OFFICE 365 1 TAHUN,
P134,ASUS E1504FA-VIPS5151M MIXED BLACK,8999000,LAPTOP ASUS,img\produk\E1504FA-VIPS5151M MIXED BLACK 3 WARNA.png,"RYZEN 5 7520U  RAM 16GB  SSD 512GB  W11+OHS + M365  15.6"" VIPS",
P135,ASUS E1504FA-VIPS5152M GREEN GREY,8999000,LAPTOP ASUS,img\produk\E1504FA-VIPS5151M MIXED BLACK 3 WARNA.png,"RYZEN 5 7520U  RAM 16GB  SSD 512GB  W11+OHS + M365  15.6"" VIPS",
P136,ASUS E1504FA-VIPS5153M COOL SILVER,8999000,LAPTOP ASUS,img\produk\E1504FA-VIPS5151M MIXED BLACK 3 WARNA.png,"RYZEN 5 7520U  RAM 16GB  SSD 512GB  W11+OHS + M365  15.6"" VIPS",
P137,ASUS M1407KA-VIPS5151M QUIET BLUE,10599000,LAPTOP ASUS,img\produk\M1407KA-VIPS5151M QUIET BLUE.jpg,RYZEN AI 5-340  RAM 16GB  512GB SSD  WIN11 14.0 WUXGA + OHM + M365,
P138,ASUS M1407KA-VIPS5152M PLATINUM GOLD,10599000,LAPTOP ASUS,img\produk\M1407KA-VIPS5151M PLATINUM GOLD.jpeg,RYZEN AI 5-340  RAM 16GB  512GB SSD  WIN11 14.0 WUXGA + OHM + M365,
P139,ASUS M1407KA-VIPS5153M COOL SILVER,10599000,LAPTOP ASUS,img\produk\M1407KA-VIPS5151M QUIET SILVER.jpeg,RYZEN AI 5-340  RAM 16GB  512GB SSD  WIN11 14.0 WUXGA + OHM + M365,
