id,nama,harga,brand,foto,spek,harga_promo
P374,SAMSUNG A36 5G 8/256GB,4999000,SAMSUNG,img\produk\A36.avif,,
P375,SAMSUNG A56 5G 8/256GB,5899000,SAMSUNG,img\produk\A56.avif,,
P376,SAMSUNG A56 5G 12/256GB,6399000,SAMSUNG,img\produk\A56.avif,,
P377,SAMSUNG S25FE 256GB,9899000,SAMSUNG,img\produk\S25FE.avif,,
P378,SAMSUNG S25FE 512GB,10899000,SAMSUNG,img\produk\S25FE.avif,,
P379,SAMSUNG S25 256GB,13799000,SAMSUNG,img\produk\S25.jpg,,
P380,SAMSUNG S25 512GB,15799000,SAMSUNG,img\produk\S25.jpg,,
P381,SAMSUNG S25 ULTRA 256GB,20699000,SAMSUNG,img\produk\S25ULTRA.jpg,,
P382,SAMSUNG S25 ULTRA 512GB,22699000,SAMSUNG,img\produk\S25ULTRA.jpg,,
P383,SAMSUNG ZFLIP7 256GB,17699000,SAMSUNG,img\produk\ZFLIP7.png,,
P384,SAMSUNG ZFOLD7 256GB,27999000,SAMSUNG,img\produk\ZFOLD.png,,
P385,SAMSUNG ZFOLD7 512GB,29999000,SAMSUNG,img\produk\ZFOLD.png,,
P386,SAMSUNG TAB A11 WIFI 4/64GB,1999000,SAMSUNG,img\produk\TAB A11.webp,,
P387,SAMSUNG TAB A11 LTE 4/64GB,2499000,SAMSUNG,img\produk\TAB A11.webp,,
P388,SAMSUNG TAB A11 + WIFI 6/128GB BUNDLING BOOKCOVER,2999000,SAMSUNG,img\produk\TAB A11 1.webp,,
P389,SAMSUNG TAB A11 5G 6/128GB BUNDLING BOOKCOVER,3999000,SAMSUNG,img\produk\TAB A11 1.webp,,
P390,SAMSUNG TAB S10 LITE WIFI 6/128GB,5399000,SAMSUNG,img\produk\S10 TAB.avif,,
P391,SAMSUNG WATCH FE,3199000,SAMSUNG,img\produk\WATCH FE.avif,,
P392,SAMSUNG BUDS CORE,799000,SAMSUNG,img\produk\BUDS CORE.avif,,
P393,SAMSUNG GALAXY FIT3,899000,SAMSUNG,img\produk\FIT 3.avif,,
P394,ADAPTOR ORI 25W TANPA KABEL,349000,SAMSUNG,img\produk\ADAPTOR ORI 25W TANPA KABEL.avif,,
P395,ADAPTOR ORI 45W INCLUDE CABLE,549000,SAMSUNG,img\produk\ADAPTOR ORI 45W INCLUDE CABLE.avif,,
P396,ADAPTOR ORI 45W TANPA KABEL,449000,SAMSUNG,img\produk\ADAPTOR ORI 45W INCLUDE CABLE.avif,,
P397,REALME NOTE60X 4/64GB,1299000,REALME,img\produk\NOTE60X.jpg,,
P398,REALME NOTE 70 4/64GB,1499000,REALME,img\produk\REALME NOTE70.png,,
P399,REALME NOTE 70 4/128GB,1599000,REALME,img\produk\REALME NOTE70.png,,
P400,REALME C71 4/128GB,1899000,REALME,img\produk\REALMEC71.jpg,,
P401,REALME C71 6/128GB,2099000,REALME,img\produk\REALMEC71.jpg,,
P402,REALME C71 8/128GB,2299000,REALME,img\produk\REALMEC71.jpg,,
P403,REALME C85 6/128GB,2599000,REALME,img\produk\REALME C85.jpg,,
P404,REALME C85 8/128GB,2799000,REALME,img\produk\REALME C85.jpg,,
P405,REALME C85 8/256GB,2999000,REALME,img\produk\REALME C85.jpg,,
P406,REALME C85 PRO 8/128GB,2999000,REALME,img\produk\REALME C85 PRO.jpg,,
P407,REALME C85 PRO 8/256GB,3299000,REALME,img\produk\REALME C85 PRO.jpg,,
P408,REALME R15T 8/128GB,3499000,REALME,img\produk\REALME R15T.jpg,,
P409,REALME R15T 8/256GB,3799000,REALME,img\produk\REALME R15T.jpg,,
P410,REALME R15 5G 8/256GB,4699000,REALME,img\produk\REALME R15 5G.png,,
P411,REALME R15 5G 12/256GB,4999000,REALME,img\produk\REALME R15 5G.png,,
P412,REALME R15 PRO 5G 12/256GB,6599000,REALME,img\produk\REALME R15 PRO 5G.png,,
P413,REALME R15 PRO 5G 12/512GB,6999000,REALME,img\produk\REALME R15 PRO 5G.png,,
P414,REALME GT 7T,6499000,REALME,img\produk\REALME GT 7T.png,,
P415,REALME GT7 ,7999000,REALME,img\produk\REALME GT7.png,,
P416,SONY PLAYSTATION PS5 SLIM DISC VERSION,9999000,SONY PLAYSTATION,img\produk\PLAY.webp,,
P417,SONY PLAYSTATION PS5 SLIM +NBA2K26,10399000,SONY PLAYSTATION,img\produk\BUNDLE BUNDLE.webp,,
P418,SONY PLAYSTATION PS5 SLIM DIGITAL VERSION,8199000,SONY PLAYSTATION,img\produk\DIGITAL VERSION.webp,,
P419,SONY PLAYSTATION STIK PS5,1499000,SONY PLAYSTATION,img\produk\STIK.webp,,
P420,IPOS 5 STANDAR VERSI SERIAL,550000,IPOS,img\produk\IPOS STANDAR.jpeg,"VERSI SERIAL HANYA BERLAKU 2X
JIKA PC SERVER RUSAK SETELAH INSTAL 2X MAKA PERLU BELI SERIAL ULANG DENGAN HARGA 550.000",
P421,IPOS 5 PROFESIONAL VERSI SERIAL,850000,IPOS,img\produk\IPOS 5 PRO SERIAL.jpeg,"VERSI SERIAL HANYA BERLAKU 2X
 JIKA PC SERVER RUSAK SETELAH INSTAL 2X MAKA PERLU BELI SERIAL ULANG DENGAN HARGA 850.000",
P422,IPOS 5 PROFESIONAL VERSI DONGLE,2800000,IPOS,img\produk\IPOS PRO DONGLE.jpeg,VERSI DONGLE SEMASA MASIH BERLAKU GARANSI 1 TAHUN RUSAK AKAN DIGANTI YANG BARU  JIKA LEWAT MAKA BELI ULANG DENGAN HARGA BARU,
P423,IPOS 5 ULTIMATE VERSI DONGLE,3350000,IPOS,img\produk\IPOS 5 ULTIMATE.jpeg,VERSI DONGLE SEMASA MASIH BERLAKU GARANSI 1 TAHUN RUSAK AKAN DIGANTI YANG BARU  JIKA LEWAT MAKA BELI ULANG DENGAN HARGA BARU,
P424,IPOS APOTIK & KLINIK,600000,IPOS,img\produk\APOTIK KLINIK.jpeg,,
P425,PERPANJANG UPDATE  IPOS 5 STANDARD (OPSIONAL),300000,IPOS,img\produk\PERPANJANG.jpeg,OPSIONAL JIKA PERLU UPDATE FITUR TERBARU SETELAH 1 TAHUN,
P426,PERPANJANG UPDATE  IPOS 5 PROFESIONAL (OPSIONAL),450000,IPOS,img\produk\PERPANJANG.jpeg,OPSIONAL JIKA PERLU UPDATE FITUR TERBARU SETELAH 1 TAHUN,
P427,PERPANJANG UPDATE  IPOS 5 PROFESIONAL DONGLE (OPSIONAL),900000,IPOS,img\produk\PERPANJANG.jpeg,OPSIONAL JIKA PERLU UPDATE FITUR TERBARU SETELAH 1 TAHUN,
P428,PERPANJANG UPDATE  IPOS 5 ULTIMATE (OPSIONAL),1000000,IPOS,img\produk\PERPANJANG.jpeg,OPSIONAL JIKA PERLU UPDATE FITUR TERBARU SETELAH 1 TAHUN,
P429,CANON PIXMA E 470,930000,CANON,img\produk\CANON PIXMA E470.png,PRINT/SCAN/COPY A4,
P430,CANON G1730 HANYA PRINT ONLY,1639000,CANON,img\produk\CANON G1730.png,PRINT ,
P431,CANON G4770,3859000,CANON,img\produk\CANON G4770.webp,PRINT/SCAN/COPY/WIFI/ADF/FAX,
P432,EPSON L121 HANYA PRINT ONLY,1629000,EPSON,img\produk\EPSON L121.jfif,PRINT,
P433,EPSON L1210 HANYA PRINT ONLY,2279000,EPSON,img\produk\EPSON L1210.jfif,PRINT,
P434,EPSON L3211,2279000,EPSON,img\produk\EPSON L3211.jfif,PRINT/SCAN/COPY/ A4,
P435,EPSON L3250 WIFI,2799000,EPSON,img\produk\EPSON L3250.jpg,PRINT/SCAN/COPY/WIFI A4,
P436,EPSON L5290,4059000,EPSON,img\produk\EPSON L5290.jpg,PRINT/SCAN/COPY/WIFI A4,
P437,EPSON L6270,5069000,EPSON,img\produk\EPSON L6270.jpg,PRINT/SCAN/COPY/WIFI F4,
P438,PSU JARING 10A,126000,POWER SUPPLY CCTV,img\produk\PSU CCTV.jpg,,
P439,PSU JARING 20A,216000,POWER SUPPLY CCTV,img\produk\PSU CCTV.jpg,,
P440,PSU DAHUA 4 PORT,185000,POWER SUPPLY CCTV,img\produk\PSU DAHUA CCTV.jfif,,
P441,PSU DAHUA 8 PORT,226000,POWER SUPPLY CCTV,img\produk\PSU DAHUA CCTV.jfif,,
P442,PSU HIKVISION 4 PORT,230000,POWER SUPPLY CCTV,img\produk\PSU HIKVISION CCTV.jfif,,
P443,PSU HIKVISION 8 PORT,270000,POWER SUPPLY CCTV,img\produk\PSU HIKVISION CCTV.jfif,,
P444,BATERAI UPS YUASA 12V 7Ah ,380000,YUASA,img\produk\BATETERAI UPS YUASA.jpg,,
P445,BATERAI UPS YUASA 12V 9Ah ,668000,YUASA,img\produk\BATERAI UPS YUASA 9 12.webp,,
P446,KABEL FIBER OPTIK 50 METER PRECONT+PATCHORD,95000,KABEL FIBER OPTIK,img\produk\KABEL FO.webp,,
P447,KABEL FIBER OPTIK 80 METER PRECONT+PATCHORD,128000,KABEL FIBER OPTIK,img\produk\KABEL FO.webp,,
P448,KABEL FIBER OPTIK 100 METER PRECONT+PATCHORD,138500,KABEL FIBER OPTIK,img\produk\KABEL FO.webp,,
P449,KABEL FIBER OPTIK 150 METER PRECONT+PATCHORD,175000,KABEL FIBER OPTIK,img\produk\KABEL FO.webp,,
P450,KABEL FIBER OPTIK 200 METER PRECONT+PATCHORD,235000,KABEL FIBER OPTIK,img\produk\KABEL FO.webp,,
P451,KABEL FIBER OPTIK 250 METER PRECONT+PATCHORD,285000,KABEL FIBER OPTIK,img\produk\KABEL FO.webp,,
P452,KABEL FIBER OPTIK 300 METER PRECONT+PATCHORD,345000,KABEL FIBER OPTIK,img\produk\KABEL FO.webp,,
P453,KABEL FIBER OPTIK 350 METER PRECONT+PATCHORD,395000,KABEL FIBER OPTIK,img\produk\KABEL FO.webp,,
P454,INDOSAT KARTU 4G HOME MODEM WIFI ROUTER HKM 0127+,635000,INDOSAT ROUTER,img\produk\INDOSAT.webp,,
P455,MERCUSYS MB110-4G 300Mbps,635000,MERCUSYS,img\produk\MERCUSYS MB110.jpg,,
P456,KABEL COAXIAL SCHNELL R6,945000,KABEL COAXIAL CCTV,img\produk\KABEL COAXIAL RG6.jpg,,
P457,KABEL COAXIAL PROVIEW 300M  R6,1235000,KABEL COAXIAL CCTV,img\produk\KABEL COAXIAL PROVIEW.png,,
P458,PAKET SIAP ONLINE 1,3085000,PAKET INCLUDE INSTALASI,img\produk\PAKET SIAP ONLINE 1.jpg,,
P459,PAKET SIAP ONLINE 2,2860000,PAKET INCLUDE INSTALASI,img\produk\PAKET SIAP ONLINE 2.jpg,,
P460,PAKET SIAP ONLINE 3,4585000,PAKET INCLUDE INSTALASI,img\produk\PAKE SIAP ONLINE 3.jpg,,
P461,PAKET SIAP ONLINE 4,4295000,PAKET INCLUDE INSTALASI,img\produk\PAKET SIAP ONLINE 4.jpg,,
P462,PAKE FAMILI 1,2520000,PAKET INCLUDE INSTALASI,img\produk\PAKET FAMILI 1.jpg,,
P463,PAKET FAMILI 2,2295000,PAKET INCLUDE INSTALASI,img\produk\PAKET FAMILI 2.jpg,,
P464,PAKET FAMILI 3,4020000,PAKET INCLUDE INSTALASI,img\produk\PAKET FAMILI 3.jpg,,
P465,PAKET FAMILI 4,3730000,PAKET INCLUDE INSTALASI,img\produk\PAKET FAMILI 4.jpg,,
